ACK Flag Cnt,Active Max,Active Mean,Active Min,Active Std,Bwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Header Len,Bwd IAT Max,Bwd IAT Mean,Bwd IAT Min,Bwd IAT Std,Bwd IAT Tot,Bwd PSH Flags,Bwd Pkt Len Max,Bwd Pkt Len Mean,Bwd Pkt Len Min,Bwd Pkt Len Std,Bwd Pkts/b Avg,Bwd Pkts/s,Bwd Seg Size Avg,Bwd URG Flags,CWE Flag Count,Down/Up Ratio,Dst Port,ECE Flag Cnt,FIN Flag Cnt,Flow Byts/s,Flow Duration,Flow IAT Max,Flow IAT Mean,Flow IAT Min,Flow IAT Std,Flow Pkts/s,Fwd Act Data Pkts,Fwd Blk Rate Avg,Fwd Byts/b Avg,Fwd Header Len,Fwd IAT Max,Fwd IAT Mean,Fwd IAT Min,Fwd IAT Std,Fwd IAT Tot,Fwd PSH Flags,Fwd Pkt Len Max,Fwd Pkt Len Mean,Fwd Pkt Len Min,Fwd Pkt Len Std,Fwd Pkts/b Avg,Fwd Pkts/s,Fwd Seg Size Avg,Fwd Seg Size Min,Fwd URG Flags,Idle Max,Idle Mean,Idle Min,Idle Std,Init Bwd Win Byts,Init Fwd Win Byts,Label,PSH Flag Cnt,Pkt Len Max,Pkt Len Mean,Pkt Len Min,Pkt Len Std,Pkt Len Var,Pkt Size Avg,Protocol,RST Flag Cnt,SYN Flag Cnt,Subflow Bwd Byts,Subflow Bwd Pkts,Subflow Fwd Byts,Subflow Fwd Pkts,Timestamp,Tot Bwd Pkts,Tot Fwd Pkts,TotLen Bwd Pkts,TotLen Fwd Pkts,URG Flag Cnt
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,50160,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,31,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:21:59,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,50156,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,31,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:21:59,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,50165,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,31,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:21:59,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,50207,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,181,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:24:42,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,50204,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,180,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:24:42,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,50303,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,181,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:33:01,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,50350,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,176,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:38:13,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,50393,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,5187,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:40:01,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,50415,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,31,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:43:35,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,50481,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,180,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:49:05,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,50484,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,180,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:49:06,0,2,0.0,0,0
0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,49988,0,1,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,0,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:08:34,0,2,0.0,0,0
0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,50346,0,1,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,0,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:38:14,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,49686,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,513,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 08:49:23,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,49694,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,31,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 08:50:17,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,49710,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,190,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 08:50:19,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,49800,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,5403,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 08:56:03,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,49777,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,180,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 08:56:56,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,49781,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,176,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 08:56:56,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,50012,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,165,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:23:56,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,50049,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,267,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:23:58,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,50134,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,181,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:35:37,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,50238,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,180,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:41:55,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,50246,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,180,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:41:56,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,50350,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,184,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:48:17,0,2,0.0,0,0
0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,49804,0,1,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,0,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 08:56:58,0,2,0.0,0,0
0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,49806,0,1,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,0,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 08:56:59,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,49810,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,180,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:00:55,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,49822,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,184,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:00:56,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,49916,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,176,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:13:03,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,49906,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,129,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:13:03,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,49921,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,180,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:13:04,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,50079,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,510,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:25:41,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,50090,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,510,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:25:43,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,50137,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,31,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:35:07,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,50138,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,180,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:35:10,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,50141,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,180,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:35:14,0,2,0.0,0,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,50294,0,0,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,126,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:52:38,0,2,0.0,0,0
0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,49815,0,1,,0,0.0,0.0,0.0,0.0,Infinity,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,20,0,0.0,0.0,0.0,0.0,-1,0,Benign,0,0,0.0,0,0.0,0.0,0.0,6,0,0,0,0,0,2,02/03/2018 09:00:56,0,2,0.0,0,0
